Circulating Library,Destination Library,Transit ID
Red Land Community Library,Collinsville Community Library,167
Red Land Community Library,Dillsburg Area Public Library,421
Red Land Community Library,Dover Area Community Library,750
Red Land Community Library,Gettysburg Library,91
Red Land Community Library,Glatfelter Memorial Library,317
Red Land Community Library,Guthrie Memorial Library: Hanover's Public Library,621
Red Land Community Library,Harbaugh-Thomas Library (Biglerville),36
Red Land Community Library,Kaltreider-Benfer Library,601
Red Land Community Library,Kreutz Creek Valley Library,598
Red Land Community Library,Lincoln Charter School,10
Red Land Community Library,Littlestown Library,33
Red Land Community Library,Manchester Township,123
Red Land Community Library,Martin Library,476
Red Land Community Library,Mason-Dixon Public Library,178
Red Land Community Library,New Oxford Library,35
Red Land Community Library,Paul Smith Library of Southern York County,561
Red Land Community Library,Red Land Community Library,83
Red Land Community Library,Springettsbury Township,59
Red Land Community Library,Trone Memorial Library (East Berlin),32
Red Land Community Library,Village Library,534
Red Land Community Library,York Academy Regional Charter School- Lower School ,20
Red Land Community Library,York Academy Regional Charter School- Upper School,7
Renovo Area Library,Annie Halenbake Ross Library,61
Renovo Area Library,Friendship Community Library,9
Renovo Area Library,Renovo Area Library,3
Roaring Spring Community Library,Abington Community Library,41
Roaring Spring Community Library,Albright Memorial Library,23
Roaring Spring Community Library,Altoona Area Public Library,133
Roaring Spring Community Library,Bedford County Library,44
Roaring Spring Community Library,Bellwood-Antis Public Library,20
Roaring Spring Community Library,Cambria County Library,13
Roaring Spring Community Library,Carbondale Public Library,11
Roaring Spring Community Library,Carrolltown Public Library,1
Roaring Spring Community Library,Claysburg Area Public Library,5
Roaring Spring Community Library,Cresson Public Library,1
Roaring Spring Community Library,Dalton Community Library,7
Roaring Spring Community Library,Ebensburg Public Library,4
Roaring Spring Community Library,Everett Free Library,41
Roaring Spring Community Library,Highland Community Library,10
Roaring Spring Community Library,Hollidaysburg Area Public Library,95
Roaring Spring Community Library,Home Delivery,1
Roaring Spring Community Library,Huntingdon County Library,62
Roaring Spring Community Library,Hyndman-Londonderry Public Library,5
Roaring Spring Community Library,Lackawanna County Children's Library,2
Roaring Spring Community Library,Martinsburg Community Library,37
Roaring Spring Community Library,Nancy Kay Holmes Branch Library,7
Roaring Spring Community Library,Nanty Glo Public Library,3
Roaring Spring Community Library,North Pocono Public Library,15
Roaring Spring Community Library,Northern Cambria Public Library,1
Roaring Spring Community Library,Portage Public Library,6
Roaring Spring Community Library,Roaring Spring Community Library,5
Roaring Spring Community Library,Saxton Community Library,1
Roaring Spring Community Library,Taylor Community Library,9
Roaring Spring Community Library,Tyrone-Snyder Public Library,42
Roaring Spring Community Library,Valley Community Library,15
Roaring Spring Community Library,Williamsburg Public Library,10
Robesonia Community Library,BCPL - Headquarters,5
Robesonia Community Library,Bernville Area Community Library,90
Robesonia Community Library,Bethel Tulpehocken Public Library,265
Robesonia Community Library,Boone Area Library,134
Robesonia Community Library,Boyertown Community Library,457
Robesonia Community Library,Brandywine Community Library,162
Robesonia Community Library,Exeter Community Library,567
Robesonia Community Library,Fleetwood Area Public Library,221
Robesonia Community Library,Hamburg Public Library,259
Robesonia Community Library,Kutztown Community Library,220
Robesonia Community Library,Mifflin Community Library,327
Robesonia Community Library,Muhlenberg Community Library,165
Robesonia Community Library,RACC,25
Robesonia Community Library,RPL - Northeast Branch,38
Robesonia Community Library,RPL - Northwest Branch Library,4
Robesonia Community Library,RPL - Senior Outreach,29
Robesonia Community Library,RPL - Southeast Branch Library,64
Robesonia Community Library,Reading Public Library RPL - Main,113
Robesonia Community Library,Robesonia Community Library,25
Robesonia Community Library,Schuylkill Valley Community Library,141
Robesonia Community Library,Sinking Spring Library,136
Robesonia Community Library,Spring Township Library,264
Robesonia Community Library,Village Library of Morgantown,147
Robesonia Community Library,Wernersville Public Library,188
Robesonia Community Library,West Lawn-Wyomissing Hills Library,96
Robesonia Community Library,Womelsdorf Community Library,118
Saxton Community Library,Altoona Area Public Library,77
Saxton Community Library,Bedford County Library,243
Saxton Community Library,Bellwood-Antis Public Library,5
Saxton Community Library,Claysburg Area Public Library,1
Saxton Community Library,Everett Free Library,59
Saxton Community Library,Federated Library System of Bedford County Outreach,1
Saxton Community Library,Hollidaysburg Area Public Library,76
Saxton Community Library,Huntingdon Co Lockers,1
Saxton Community Library,Huntingdon County Library,102
Saxton Community Library,Hyndman-Londonderry Public Library,45
Saxton Community Library,Martinsburg Community Library,24
Saxton Community Library,Meyersdale Public Library,12
Saxton Community Library,Roaring Spring Community Library,5
Saxton Community Library,Saxton Community Library,12
Saxton Community Library,Somerset County Bookmobile,14
Saxton Community Library,Somerset County Library,19
Saxton Community Library,Tyrone-Snyder Public Library,32
Saxton Community Library,Williamsburg Public Library,2
Saxton Community Library,Windber Public Library,28
Schuylkill Valley Community Library,BCPL - Headquarters,9
Schuylkill Valley Community Library,Bernville Area Community Library,73
Schuylkill Valley Community Library,Bethel Tulpehocken Public Library,219
Schuylkill Valley Community Library,Boone Area Library,104
Schuylkill Valley Community Library,Boyertown Community Library,355
Schuylkill Valley Community Library,Brandywine Community Library,111
Schuylkill Valley Community Library,Exeter Community Library,383
Schuylkill Valley Community Library,Fleetwood Area Public Library,196
Schuylkill Valley Community Library,Hamburg Public Library,140
Schuylkill Valley Community Library,Kutztown Community Library,164
Schuylkill Valley Community Library,Mifflin Community Library,244
Schuylkill Valley Community Library,Muhlenberg Community Library,107
Schuylkill Valley Community Library,RACC,17
Schuylkill Valley Community Library,RPL - Northeast Branch,24
Schuylkill Valley Community Library,RPL - Northwest Branch Library,16
Schuylkill Valley Community Library,RPL - Senior Outreach,20
Schuylkill Valley Community Library,RPL - Southeast Branch Library,65
Schuylkill Valley Community Library,Reading Public Library RPL - Main,97
Schuylkill Valley Community Library,Robesonia Community Library,52
Schuylkill Valley Community Library,Schuylkill Valley Community Library,42
Schuylkill Valley Community Library,Sinking Spring Library,90
Schuylkill Valley Community Library,Spring Township Library,190
Schuylkill Valley Community Library,Village Library of Morgantown,92
Schuylkill Valley Community Library,Wernersville Public Library,122
Schuylkill Valley Community Library,West Lawn-Wyomissing Hills Library,74
Schuylkill Valley Community Library,Womelsdorf Community Library,81
Sinking Spring Library,BCPL - Headquarters,19
Sinking Spring Library,Bernville Area Community Library,131
Sinking Spring Library,Bethel Tulpehocken Public Library,352
Sinking Spring Library,Boone Area Library,194
Sinking Spring Library,Boyertown Community Library,573
Sinking Spring Library,Brandywine Community Library,243
Sinking Spring Library,Exeter Community Library,710
Sinking Spring Library,Fleetwood Area Public Library,303
Sinking Spring Library,Hamburg Public Library,299
Sinking Spring Library,Kutztown Community Library,329
Sinking Spring Library,Mifflin Community Library,429
Sinking Spring Library,Muhlenberg Community Library,270
Sinking Spring Library,RACC,39
Sinking Spring Library,RPL - Northeast Branch,68
Sinking Spring Library,RPL - Northwest Branch Library,17
Sinking Spring Library,RPL - Senior Outreach,28
Sinking Spring Library,RPL - Southeast Branch Library,126
Sinking Spring Library,Reading Public Library RPL - Main,168
Sinking Spring Library,Robesonia Community Library,95
Sinking Spring Library,Schuylkill Valley Community Library,164
Sinking Spring Library,Sinking Spring Library,97
Sinking Spring Library,Spring Township Library,403
Sinking Spring Library,Village Library of Morgantown,157
Sinking Spring Library,Wernersville Public Library,224
Sinking Spring Library,West Lawn-Wyomissing Hills Library,150
Sinking Spring Library,Womelsdorf Community Library,224
Slatington Public Library,Allentown Public Library,36
Slatington Public Library,Bangor Public Library,22
Slatington Public Library,Barrett Paradise Friendly Library,13
Slatington Public Library,Bethlehem Bookmobile,8
Slatington Public Library,Bethlehem Coolidge Branch,12
Slatington Public Library,Bethlehem Main Library,81
Slatington Public Library,Bethlehem South Side Branch,10
Slatington Public Library,Clymer Library,6
Slatington Public Library,Coplay Public Library,25
Slatington Public Library,Dimmick Main Library,36
Slatington Public Library,Easton Main Library,32
Slatington Public Library,Easton Palmer Branch,55
Slatington Public Library,Emmaus Public Library,235
Slatington Public Library,Hughes Library,36
Slatington Public Library,Lehighton Area Memorial Library,87
Slatington Public Library,Lower Macungie Library,635
Slatington Public Library,Monroe County Bookmobile,4
Slatington Public Library,Palmerton Area Library,73
Slatington Public Library,Parkland Community Library,941
Slatington Public Library,Penn-Kidder Branch,15
Slatington Public Library,Pocono Mountain Public Library,4
Slatington Public Library,Pocono Township Branch,6
Slatington Public Library,Public Library of Catasauqua,68
Slatington Public Library,Slatington Public Library,4
Slatington Public Library,Smithfield Branch,61
Slatington Public Library,Southern Lehigh Public Library,268
Slatington Public Library,Western Pocono Community Library,18
Slatington Public Library,Whitehall Township Public Library,191
Smithfield Branch,Allentown Public Library,53
Smithfield Branch,Bangor Public Library,20
Smithfield Branch,Barrett Paradise Friendly Library,84
Smithfield Branch,Bethlehem Bookmobile,4
Smithfield Branch,Bethlehem Coolidge Branch,14
Smithfield Branch,Bethlehem Main Library,62
Smithfield Branch,Bethlehem South Side Branch,6
Smithfield Branch,Clymer Library,77
Smithfield Branch,Coplay Public Library,3
Smithfield Branch,Dimmick Main Library,6
Smithfield Branch,Easton Main Library,38
Smithfield Branch,Easton Palmer Branch,55
Smithfield Branch,Emmaus Public Library,33
Smithfield Branch,Hughes Library,820
Smithfield Branch,Lehighton Area Memorial Library,17
Smithfield Branch,Lower Macungie Library,57
Smithfield Branch,Monroe County Bookmobile,249
Smithfield Branch,Palmerton Area Library,12
Smithfield Branch,Parkland Community Library,65
Smithfield Branch,Penn-Kidder Branch,1
Smithfield Branch,Pocono Mountain Public Library,58
Smithfield Branch,Pocono Township Branch,254
Smithfield Branch,Public Library of Catasauqua,22
Smithfield Branch,Slatington Public Library,5
Smithfield Branch,Smithfield Branch,141
Smithfield Branch,Southern Lehigh Public Library,32
Smithfield Branch,Western Pocono Community Library,130
Smithfield Branch,Whitehall Township Public Library,27
Somerset County Bookmobile,Bedford County Library,3
Somerset County Bookmobile,Conemaugh Township Branch,14
Somerset County Bookmobile,Everett Free Library,1
Somerset County Bookmobile,Hyndman-Londonderry Public Library,1
Somerset County Bookmobile,Mary S. Biesecker Main Library,1
Somerset County Bookmobile,Meyersdale Public Library,2
Somerset County Bookmobile,Somerset County Bookmobile,7
Somerset County Bookmobile,Somerset County Library,3
Somerset County Bookmobile,Windber Public Library,1
Somerset County Library,Beaverdale Public Library,2
Somerset County Library,Bedford County Library,68
Somerset County Library,Cambria County Library,1
Somerset County Library,Conemaugh Township Branch,167
Somerset County Library,Ebensburg Public Library,6
Somerset County Library,Everett Free Library,49
Somerset County Library,Highland Community Library,5
Somerset County Library,Hyndman-Londonderry Public Library,10
Somerset County Library,Lilly Washington Public Library,2
Somerset County Library,Mary S. Biesecker Main Library,6
Somerset County Library,Meyersdale Public Library,52
Somerset County Library,Northern Cambria Public Library,1
Somerset County Library,Portage Public Library,1
Somerset County Library,Saxton Community Library,2
Somerset County Library,Somerset County Bookmobile,102
Somerset County Library,Somerset County Library,11
Somerset County Library,Windber Public Library,44
South Fork Public Library,Abington Community Library,11
South Fork Public Library,Albright Memorial Library,11
South Fork Public Library,Altoona Area Public Library,5
South Fork Public Library,Beaverdale Public Library,14
South Fork Public Library,Bellwood-Antis Public Library,1
South Fork Public Library,Cambria County Library,36
South Fork Public Library,Carbondale Public Library,5
South Fork Public Library,Carrolltown Public Library,3
South Fork Public Library,Cresson Public Library,4
South Fork Public Library,Dalton Community Library,2
South Fork Public Library,Ebensburg Public Library,17
South Fork Public Library,Hastings Public Library,3
South Fork Public Library,Highland Community Library,47
South Fork Public Library,Hollidaysburg Area Public Library,6
South Fork Public Library,Home Delivery,1
South Fork Public Library,Lackawanna County Children's Library,5
South Fork Public Library,Lilly Washington Public Library,3
South Fork Public Library,Martinsburg Community Library,3
South Fork Public Library,Meyersdale Public Library,1
South Fork Public Library,Nanty Glo Public Library,17
South Fork Public Library,North Pocono Public Library,16
South Fork Public Library,Northern Cambria Public Library,5
South Fork Public Library,Patton Public Library,5
South Fork Public Library,Portage Public Library,15
South Fork Public Library,Somerset County Bookmobile,2
South Fork Public Library,Somerset County Library,1
South Fork Public Library,Taylor Community Library,14
South Fork Public Library,Tyrone-Snyder Public Library,3
South Fork Public Library,Valley Community Library,6
Southern Lehigh Public Library,Allentown Public Library,71
Southern Lehigh Public Library,Bangor Public Library,50
Southern Lehigh Public Library,Barrett Paradise Friendly Library,19
Southern Lehigh Public Library,Bethlehem Bookmobile,16
Southern Lehigh Public Library,Bethlehem Coolidge Branch,37
Southern Lehigh Public Library,Bethlehem Main Library,190
Southern Lehigh Public Library,Bethlehem South Side Branch,19
Southern Lehigh Public Library,Clymer Library,19
Southern Lehigh Public Library,Coplay Public Library,48
Southern Lehigh Public Library,Dimmick Main Library,76
Southern Lehigh Public Library,Easton Main Library,64
Southern Lehigh Public Library,Easton Palmer Branch,80
Southern Lehigh Public Library,Emmaus Public Library,464
Southern Lehigh Public Library,Hughes Library,129
Southern Lehigh Public Library,Lehighton Area Memorial Library,213
Southern Lehigh Public Library,Lower Macungie Library,1165
Southern Lehigh Public Library,Monroe County Bookmobile,7
Southern Lehigh Public Library,Palmerton Area Library,120
Southern Lehigh Public Library,Parkland Community Library,1604
Southern Lehigh Public Library,Penn-Kidder Branch,32
Southern Lehigh Public Library,Pocono Mountain Public Library,18
Southern Lehigh Public Library,Pocono Township Branch,16
Southern Lehigh Public Library,Public Library of Catasauqua,180
Southern Lehigh Public Library,Slatington Public Library,68
Southern Lehigh Public Library,Smithfield Branch,47
Southern Lehigh Public Library,Southern Lehigh Public Library,41
Southern Lehigh Public Library,Western Pocono Community Library,23
Southern Lehigh Public Library,Whitehall Township Public Library,445
Spring Township Library,BCPL - Headquarters,8
Spring Township Library,Bernville Area Community Library,126
Spring Township Library,Bethel Tulpehocken Public Library,299
Spring Township Library,Boone Area Library,158
Spring Township Library,Boyertown Community Library,506
Spring Township Library,Brandywine Community Library,202
Spring Township Library,Exeter Community Library,563
Spring Township Library,Fleetwood Area Public Library,251
Spring Township Library,Hamburg Public Library,205
Spring Township Library,Kutztown Community Library,230
Spring Township Library,Mifflin Community Library,399
Spring Township Library,Muhlenberg Community Library,186
Spring Township Library,RACC,27
Spring Township Library,RPL - Northeast Branch,57
Spring Township Library,RPL - Northwest Branch Library,9
Spring Township Library,RPL - Senior Outreach,37
Spring Township Library,RPL - Southeast Branch Library,86
Spring Township Library,Reading Public Library RPL - Main,135
Spring Township Library,Robesonia Community Library,79
Spring Township Library,Schuylkill Valley Community Library,154
Spring Township Library,Sinking Spring Library,154
Spring Township Library,Spring Township Library,141
Spring Township Library,Village Library of Morgantown,143
Spring Township Library,Wernersville Public Library,196
Spring Township Library,West Lawn-Wyomissing Hills Library,133
Spring Township Library,Womelsdorf Community Library,120
Susquehanna,Abington Community Library,65
Susquehanna,Albright Memorial Library,53
Susquehanna,Altoona Area Public Library,1
Susquehanna,Carbondale Public Library,10
Susquehanna,Cresson Public Library,1
Susquehanna,Dalton Community Library,14
Susquehanna,Dingman Township Library,6
Susquehanna,Forest City,31
Susquehanna,Hallstead - Great Bend,106
Susquehanna,Hamlin Library,7
Susquehanna,Hawley Public Library,19
Susquehanna,Hollidaysburg Area Public Library,1
Susquehanna,Home Delivery,6
Susquehanna,Lackawanna County Children's Library,4
Susquehanna,Milford Library,63
Susquehanna,Montrose,152
Susquehanna,Nancy Kay Holmes Branch Library,9
Susquehanna,Newfoundland Area Library,11
Susquehanna,North Pocono Public Library,37
Susquehanna,Pleasant Mount Library,3
Susquehanna,Susquehanna,6
Susquehanna,Taylor Community Library,25
Susquehanna,Tunkhannock Public Library,66
Susquehanna,Valley Community Library,34
Susquehanna,Wayne County Public Library,36
Taylor Community Library,Abington Community Library,1451
Taylor Community Library,AccessPA NCIP Library,124
Taylor Community Library,Albright Memorial Library,1206
Taylor Community Library,Altoona Area Public Library,83
Taylor Community Library,Beaverdale Public Library,18
Taylor Community Library,Bellwood-Antis Public Library,11
Taylor Community Library,Bethany Public Library,8
Taylor Community Library,Cambria County Library,64
Taylor Community Library,Carbondale Public Library,328
Taylor Community Library,Carrolltown Public Library,7
Taylor Community Library,Claysburg Area Public Library,7
Taylor Community Library,Cresson Public Library,4
Taylor Community Library,Dalton Community Library,230
Taylor Community Library,Dingman Township Library,100
Taylor Community Library,Ebensburg Public Library,14
Taylor Community Library,Forest City,31
Taylor Community Library,Hallstead - Great Bend,174
Taylor Community Library,Hamlin Library,34
Taylor Community Library,Hastings Public Library,4
Taylor Community Library,Hawley Public Library,58
Taylor Community Library,Highland Community Library,44
Taylor Community Library,Hollidaysburg Area Public Library,48
Taylor Community Library,Home Delivery,124
Taylor Community Library,Lackawanna County Children's Library,336
Taylor Community Library,Lackawanna County Tech Services,1
Taylor Community Library,Lilly Washington Public Library,9
Taylor Community Library,Martinsburg Community Library,19
Taylor Community Library,Milford Library,328
Taylor Community Library,Montrose,120
Taylor Community Library,Nancy Kay Holmes Branch Library,255
Taylor Community Library,Nanty Glo Public Library,19
Taylor Community Library,Newfoundland Area Library,28
Taylor Community Library,North Pocono Public Library,808
Taylor Community Library,Northern Cambria Public Library,5
Taylor Community Library,Northern Wayne Community Library,7
Taylor Community Library,Patton Public Library,3
Taylor Community Library,Pleasant Mount Library,14
Taylor Community Library,Portage Public Library,20
Taylor Community Library,South Fork Public Library,3
Taylor Community Library,Susquehanna,73
Taylor Community Library,Taylor Community Library,276
Taylor Community Library,Tunkhannock Public Library,183
Taylor Community Library,Tyrone-Snyder Public Library,46
Taylor Community Library,Valley Community Library,705
Taylor Community Library,Wayne County Public Library,178
Taylor Community Library,Williamsburg Public Library,5
Trone Memorial Library (East Berlin),AccessPA NCIP Library,97
Trone Memorial Library (East Berlin),Carroll Valley Library,933
Trone Memorial Library (East Berlin),Collinsville Community Library,8
Trone Memorial Library (East Berlin),Dillsburg Area Public Library,3
Trone Memorial Library (East Berlin),Gettysburg Library,2431
Trone Memorial Library (East Berlin),Glatfelter Memorial Library,5
Trone Memorial Library (East Berlin),Guthrie Memorial Library: Hanover's Public Library,13
Trone Memorial Library (East Berlin),Harbaugh-Thomas Library (Biglerville),1449
Trone Memorial Library (East Berlin),Kaltreider-Benfer Library,10
Trone Memorial Library (East Berlin),Kreutz Creek Valley Library,5
Trone Memorial Library (East Berlin),Littlestown Library,1252
Trone Memorial Library (East Berlin),Martin Library,14
Trone Memorial Library (East Berlin),Mason-Dixon Public Library,6
Trone Memorial Library (East Berlin),New Oxford Library,1869
Trone Memorial Library (East Berlin),Paul Smith Library of Southern York County,20
Trone Memorial Library (East Berlin),Red Land Community Library,3
Trone Memorial Library (East Berlin),Trone Memorial Library (East Berlin),464
Trone Memorial Library (East Berlin),Village Library,2
Tunkhannock Public Library,Abington Community Library,245
Tunkhannock Public Library,Albright Memorial Library,161
Tunkhannock Public Library,Bethany Public Library,7
Tunkhannock Public Library,Carbondale Public Library,38
Tunkhannock Public Library,Dalton Community Library,20
Tunkhannock Public Library,Dingman Township Library,84
Tunkhannock Public Library,Forest City,23
Tunkhannock Public Library,Hallstead - Great Bend,114
Tunkhannock Public Library,Hamlin Library,41
Tunkhannock Public Library,Hawley Public Library,61
Tunkhannock Public Library,Home Delivery,20
Tunkhannock Public Library,Lackawanna County Children's Library,36
Tunkhannock Public Library,Milford Library,226
Tunkhannock Public Library,Montrose,126
Tunkhannock Public Library,Nancy Kay Holmes Branch Library,58
Tunkhannock Public Library,Newfoundland Area Library,25
Tunkhannock Public Library,North Pocono Public Library,143
Tunkhannock Public Library,Northern Wayne Community Library,3
Tunkhannock Public Library,Pleasant Mount Library,15
Tunkhannock Public Library,Susquehanna,62
Tunkhannock Public Library,Taylor Community Library,68
Tunkhannock Public Library,Tunkhannock Public Library,19
Tunkhannock Public Library,Valley Community Library,112
Tunkhannock Public Library,Wayne County Public Library,132
Tyrone-Snyder Public Library,Abington Community Library,75
Tyrone-Snyder Public Library,Albright Memorial Library,31
Tyrone-Snyder Public Library,Altoona Area Public Library,208
Tyrone-Snyder Public Library,Beaverdale Public Library,5
Tyrone-Snyder Public Library,Bedford County Library,55
Tyrone-Snyder Public Library,Bellwood-Antis Public Library,14
Tyrone-Snyder Public Library,Cambria County Library,29
Tyrone-Snyder Public Library,Carbondale Public Library,15
Tyrone-Snyder Public Library,Carrolltown Public Library,4
Tyrone-Snyder Public Library,Claysburg Area Public Library,18
Tyrone-Snyder Public Library,Dalton Community Library,11
Tyrone-Snyder Public Library,Ebensburg Public Library,7
Tyrone-Snyder Public Library,Everett Free Library,57
Tyrone-Snyder Public Library,Highland Community Library,20
Tyrone-Snyder Public Library,Hollidaysburg Area Public Library,156
Tyrone-Snyder Public Library,Home Delivery,2
Tyrone-Snyder Public Library,Huntingdon County Library,121
Tyrone-Snyder Public Library,Hyndman-Londonderry Public Library,3
Tyrone-Snyder Public Library,Lackawanna County Children's Library,13
Tyrone-Snyder Public Library,Lilly Washington Public Library,1
Tyrone-Snyder Public Library,Martinsburg Community Library,78
Tyrone-Snyder Public Library,Nancy Kay Holmes Branch Library,13
Tyrone-Snyder Public Library,Nanty Glo Public Library,6
Tyrone-Snyder Public Library,North Pocono Public Library,36
Tyrone-Snyder Public Library,Northern Cambria Public Library,2
Tyrone-Snyder Public Library,Patton Public Library,1
Tyrone-Snyder Public Library,Portage Public Library,4
Tyrone-Snyder Public Library,Roaring Spring Community Library,13
Tyrone-Snyder Public Library,Saxton Community Library,9
Tyrone-Snyder Public Library,Taylor Community Library,20
Tyrone-Snyder Public Library,Tyrone-Snyder Public Library,11
Tyrone-Snyder Public Library,Valley Community Library,29
Tyrone-Snyder Public Library,Williamsburg Public Library,24
Ulysses Library Association,Blossburg Memorial Library,9
Ulysses Library Association,Coudersport Public Library,11
Ulysses Library Association,Elkland Area Community Library,4
Ulysses Library Association,Galeton Public Library,1
Ulysses Library Association,Genesee Area Library,2
Ulysses Library Association,Green Free Library (Wellsboro),29
Ulysses Library Association,Knoxville Public Library,1
Ulysses Library Association,Mansfield Free Public Library,26
Ulysses Library Association,Oswayo Valley Memorial Library,36
Ulysses Library Association,Westfield Public Library,7
Valley Community Library,Abington Community Library,1310
Valley Community Library,AccessPA NCIP Library,123
Valley Community Library,Albright Memorial Library,1500
Valley Community Library,Altoona Area Public Library,109
Valley Community Library,Beaverdale Public Library,8
Valley Community Library,Bellwood-Antis Public Library,30
Valley Community Library,Bethany Public Library,7
Valley Community Library,Cambria County Library,97
Valley Community Library,Carbondale Public Library,372
Valley Community Library,Carrolltown Public Library,2
Valley Community Library,Claysburg Area Public Library,2
Valley Community Library,Cresson Public Library,5
Valley Community Library,Dalton Community Library,240
Valley Community Library,Dingman Township Library,70
Valley Community Library,Ebensburg Public Library,28
Valley Community Library,Forest City,36
Valley Community Library,Gallitzin Public Library,4
Valley Community Library,Hallstead - Great Bend,95
Valley Community Library,Hamlin Library,30
Valley Community Library,Hastings Public Library,1
Valley Community Library,Hawley Public Library,57
Valley Community Library,Highland Community Library,56
Valley Community Library,Hollidaysburg Area Public Library,41
Valley Community Library,Home Delivery,167
Valley Community Library,Lackawanna County Children's Library,358
Valley Community Library,Lackawanna County Tech Services,1
Valley Community Library,Lilly Washington Public Library,8
Valley Community Library,Martinsburg Community Library,21
Valley Community Library,Milford Library,302
Valley Community Library,Montrose,88
Valley Community Library,Nancy Kay Holmes Branch Library,356
Valley Community Library,Nanty Glo Public Library,12
Valley Community Library,Newfoundland Area Library,25
Valley Community Library,North Pocono Public Library,782
Valley Community Library,Northern Cambria Public Library,9
Valley Community Library,Northern Wayne Community Library,6
Valley Community Library,Patton Public Library,2
Valley Community Library,Pleasant Mount Library,19
Valley Community Library,Portage Public Library,19
Valley Community Library,Roaring Spring Community Library,9
Valley Community Library,Susquehanna,62
Valley Community Library,Taylor Community Library,433
Valley Community Library,Tunkhannock Public Library,177
Valley Community Library,Tyrone-Snyder Public Library,25
Valley Community Library,Valley Community Library,532
Valley Community Library,Wayne County Public Library,178
Village Library,Arthur Hufnagel Public Library,18
Village Library,Carroll Valley Library,18
Village Library,Collinsville Community Library,151
Village Library,Dillsburg Area Public Library,450
Village Library,Dover Area Community Library,804
Village Library,Gettysburg Library,124
Village Library,Glatfelter Memorial Library,408
Village Library,Guthrie Memorial Library: Hanover's Public Library,824
Village Library,Harbaugh-Thomas Library (Biglerville),34
Village Library,Kaltreider-Benfer Library,717
Village Library,Kreutz Creek Valley Library,602
Village Library,Lincoln Charter School,6
Village Library,Littlestown Library,61
Village Library,Manchester Township,142
Village Library,Martin Library,535
Village Library,Mason-Dixon Public Library,255
Village Library,New Oxford Library,27
Village Library,Paul Smith Library of Southern York County,626
Village Library,Red Land Community Library,294
Village Library,Springettsbury Township,76
Village Library,Trone Memorial Library (East Berlin),47
Village Library,Village Library,195
Village Library,York Academy Regional Charter School- Lower School ,19
Village Library,York Academy Regional Charter School- Upper School,7
Village Library of Morgantown,BCPL - Headquarters,6
Village Library of Morgantown,Bernville Area Community Library,143
Village Library of Morgantown,Bethel Tulpehocken Public Library,371
Village Library of Morgantown,Boone Area Library,184
Village Library of Morgantown,Boyertown Community Library,704
Village Library of Morgantown,Brandywine Community Library,195
Village Library of Morgantown,Exeter Community Library,726
Village Library of Morgantown,Fleetwood Area Public Library,282
Village Library of Morgantown,Hamburg Public Library,337
Village Library of Morgantown,Kutztown Community Library,299
Village Library of Morgantown,Mifflin Community Library,419
Village Library of Morgantown,Muhlenberg Community Library,191
Village Library of Morgantown,RACC,15
Village Library of Morgantown,RPL - Northeast Branch,80
Village Library of Morgantown,RPL - Northwest Branch Library,12
Village Library of Morgantown,RPL - Senior Outreach,41
Village Library of Morgantown,RPL - Southeast Branch Library,143
Village Library of Morgantown,Reading Public Library RPL - Main,158
Village Library of Morgantown,Robesonia Community Library,90
Village Library of Morgantown,Schuylkill Valley Community Library,151
Village Library of Morgantown,Sinking Spring Library,186
Village Library of Morgantown,Spring Township Library,307
Village Library of Morgantown,Village Library of Morgantown,46
Village Library of Morgantown,Wernersville Public Library,192
Village Library of Morgantown,West Lawn-Wyomissing Hills Library,127
Village Library of Morgantown,Womelsdorf Community Library,161
Wayne County Public Library,Abington Community Library,80
Wayne County Public Library,Albright Memorial Library,86
Wayne County Public Library,Bethany Public Library,33
Wayne County Public Library,Carbondale Public Library,17
Wayne County Public Library,Dalton Community Library,11
Wayne County Public Library,Dingman Township Library,339
Wayne County Public Library,Forest City,11
Wayne County Public Library,Hallstead - Great Bend,35
Wayne County Public Library,Hamlin Library,252
Wayne County Public Library,Hawley Public Library,403
Wayne County Public Library,Home Delivery,5
Wayne County Public Library,Lackawanna County Children's Library,13
Wayne County Public Library,Milford Library,912
Wayne County Public Library,Montrose,30
Wayne County Public Library,Nancy Kay Holmes Branch Library,25
Wayne County Public Library,Newfoundland Area Library,243
Wayne County Public Library,North Pocono Public Library,55
Wayne County Public Library,Northern Wayne Community Library,67
Wayne County Public Library,Pleasant Mount Library,125
Wayne County Public Library,Susquehanna,26
Wayne County Public Library,Taylor Community Library,19
Wayne County Public Library,Tunkhannock Public Library,59
Wayne County Public Library,Valley Community Library,47
Wayne County Public Library,Wayne County Public Library,61
Wernersville Public Library,BCPL - Headquarters,5
Wernersville Public Library,Bernville Area Community Library,89
Wernersville Public Library,Bethel Tulpehocken Public Library,247
Wernersville Public Library,Boone Area Library,142
Wernersville Public Library,Boyertown Community Library,457
Wernersville Public Library,Brandywine Community Library,179
Wernersville Public Library,Exeter Community Library,533
Wernersville Public Library,Fleetwood Area Public Library,209
Wernersville Public Library,Hamburg Public Library,252
Wernersville Public Library,Kutztown Community Library,210
Wernersville Public Library,Mifflin Community Library,356
Wernersville Public Library,Muhlenberg Community Library,176
Wernersville Public Library,RACC,17
Wernersville Public Library,RPL - Northeast Branch,60
Wernersville Public Library,RPL - Northwest Branch Library,21
Wernersville Public Library,RPL - Senior Outreach,27
